序号,地市,区县,新冠疫苗接种单位名称,地址,预约电话（固定电话，用于公布给公众咨询预约事宜）,bd09ll_Lon,bd09ll_Lat,Wgs84_Lon,Wgs84_Lat
1606,茂名市,化州市,那务卫生院预防接种门诊,化州市那务镇健康路1号                                                                     ,0668-7570103,110.6041506,22.00882624,110.5933204,22.0059649
1604,茂名市,化州市,江湖卫生院预防接种门诊,化州市江湖镇健康路01号                                                                    ,0668-7703186,110.607987,21.877266,110.5971696,21.8742851
168,湛江市,坡头区,坡头区乾塘镇卫生院,坡头区乾塘镇滨海路7号,0759-3879390,110.6179819,21.23473094,110.607255,21.23142061
1609,茂名市,化州市,杨梅卫生院预防接种门诊,化州市杨梅镇杨梅圩梅北路                                                                    ,0668-7661923,110.6189305,21.55749936,110.6081888,21.55421295
1619,茂名市,化州市,新时代农场医院预防接种门诊,广东省新时代农场场部,13828652785,110.6251205,22.06161994,110.6143723,22.0584394
1591,茂名市,化州市,化州市人民医院新冠疫苗临时接种点,化州市文仙路绿景国际花城,18926728281,110.627291,21.657496,110.6165406,21.65409619
1594,茂名市,化州市,化州市妇幼保健院新冠疫苗接种点,化州市河西街道北岸瓜垌开发区新楼1楼,18806693828,110.62897,21.665219,110.6182291,21.66179815
271,湛江市,吴川市,吴川市黄坡镇中心卫生院,吴川市黄坡镇沿江路126号,0759-5999122,110.632048,21.356086,110.6213366,21.35255545
1596,茂名市,化州市,河西社区卫生服务中心预防接种门诊,化州市北岸区昊大商务大厦4-5层                                                                    ,0668-7228867,110.636737,21.669039,110.6260043,21.66552482
1590,茂名市,化州市,化州市人民医院新冠疫苗接种点,化州市人民医院门诊分部6楼（化州市河西街道中山路136号）,18000922562,110.638021,21.654387,110.6272744,21.6508531
1597,茂名市,化州市,下郭社区卫生服务中心预防接种门诊,化州市下郭街道下郭大道 50号                                                                           ,0668-7398911,110.63953,21.649772,110.6287794,21.6462237
1602,茂名市,化州市,丽岗卫生院预防接种门诊,化州市丽岗镇幸福路043号                                                                   ,0668-7771943,110.6400667,21.75278627,110.6293058,21.74927288
1593,茂名市,化州市,化州市中医院新冠疫苗临时接种点         ,化州市东堤路康景体育馆,18898627188,110.6434,21.671224,110.6326641,21.66766485
1598,茂名市,化州市,鉴江社区卫生服务中心预防接种门诊,化州市鉴江开发区广伦山市场侧边                                                                        ,0668-7353163,110.650234,21.668903,110.6394811,21.66533486
1595,茂名市,化州市,东山社区卫生服务中心预防接种门诊,化州市橘城中路116号                                                                     ,0668-7383081,110.651545,21.658831,110.6407785,21.65526049
1592,茂名市,化州市,化州市中医院成人接种门诊,化州市鉴江区橘城北路柴脚岭北侧,0668-7225676,110.666251,21.69053895,110.6554438,21.68711126
1608,茂名市,化州市,宝圩卫生院预防接种门诊,化州市宝圩镇沿江路8号                                                                     ,18165859967,110.676183,22.16850916,110.6652905,22.16543935
274,湛江市,吴川市,吴川市吴阳镇卫生院,吴川市吴阳镇一路1号,0759-5800243,110.700015,21.353898,110.6890363,21.3508101
1600,茂名市,化州市,同庆卫生院预防接种门诊,化州市同庆镇文卫路5号                                                                  ,0668-7812800,110.7041527,21.59845218,110.6931421,21.59542007
269,湛江市,吴川市,吴川市樟铺镇卫生院,吴川市樟铺镇樟木大路2号,0759-5237339,110.7087024,21.46009576,110.6977,21.45702504
1562,茂名市,高州市,荷花镇卫生院,高州市荷花镇人民路38号,0668-6472088,110.7090714,22.24750122,110.6979867,22.2447265
1559,茂名市,高州市,镇江镇卫生院,高州市镇江镇人民南路35号,0668-6316606,110.7110506,21.86858591,110.6999828,21.86563864
1561,茂名市,高州市,荷塘镇卫生院,高州市荷塘镇伦大公路旁,0668-6112089,110.714952,22.01146102,110.7038757,22.00855353
270,湛江市,吴川市,吴川市振文镇卫生院,吴川市振文镇振城路49号,0759-5707808,110.7161684,21.43073231,110.7051434,21.42760279
1563,茂名市,高州市,石板镇卫生院,高州市石板镇人民路53号,0668-6450279,110.7187428,22.15815935,110.7076811,22.15528096
1601,茂名市,化州市,南盛社区卫生服务中心预防接种门诊,化州市南盛街道东风路89号                                                                   ,0668-7610409                ,110.7223467,21.73964126,110.7112855,21.73652253
1560,茂名市,高州市,沙田镇卫生院,高州市沙田镇文卫路54号,0668-6301800,110.727357,21.912189,110.7163086,21.90907423
1599,茂名市,化州市,长岐卫生院预防接种门诊,化州市长岐镇解放路15号                                                                    ,0668-7863493,110.734792,21.535714,110.7237591,21.53231854
279,湛江市,吴川市,吴川市长岐镇中心卫生院,吴川市长岐镇梅化路120号,0759-5259476,110.736612,21.532739,110.7255798,21.52930901
273,湛江市,吴川市,吴川市塘尾街道社区卫生服务中心,吴川市塘尾街道旧市场公路边,0759-5909074,110.742676,21.40266901,110.7316557,21.39910538
1558,茂名市,高州市,祥山卫生院,高州市石鼓镇祥山祥兴街,0668-6323193,110.7454514,21.75060766,110.7344165,21.74709516
1638,茂名市,信宜市,北界镇高坡卫生院预防接种门诊,北界镇高坡街,0668-8568423,110.7522947,22.38398328,110.741252,22.38062344
286,湛江市,吴川市,吴川市海滨街道社区卫生服务中心,吴川市海滨街道塘尾居委会,0759-5507378,110.761005,21.411065,110.7500099,21.40728384
280,湛江市,吴川市,吴川市浅水镇卫生院,吴川市浅水镇康乐街19号,0759-6518037,110.761864,21.594254,110.7508845,21.5905135
277,湛江市,吴川市,吴川市梅菉街道社区卫生服务中心沿江分院,吴川市梅菉街道沿江路六区39号,0759-5504666,110.7708817,21.42403059,110.7598934,21.42025033
287,湛江市,吴川市,吴川市妇幼保健计划生育服务中心成人门诊,吴川市人民西路金叶广场对面五楼,0759-5502599,110.778376,21.419653,110.7673717,21.41592853
285,湛江市,吴川市,吴川市妇幼保健计划生育服务中心,吴川市人民西路金叶广场对面一楼,0759-5502599,110.778034,21.41948,110.7670302,21.41575183
1557,茂名市,高州市,石鼓镇中心卫生院,高州市石鼓镇南华大道78号,0668-6330222,110.7807548,21.82803275,110.7697455,21.82446956
278,湛江市,吴川市,吴川市人民医院,吴川市梅菉街道解放北12号,0759-5589062,110.7826068,21.44267584,110.7716133,21.43901117
276,湛江市,吴川市,吴川市梅菉街道社区卫生服务中心,吴川市梅菉街道义学路48号,0759-5589319,110.7834396,21.45025708,110.7724473,21.44660608
1577,茂名市,高州市,宝光社区卫生服务中心,广东省高州市顿梭圩富民路7号,0668-6405162,110.788921,21.970781,110.7778617,21.96740349
288,湛江市,吴川市,吴川市博物馆大型临时接种点,吴川市海港大道南149号吴川市博物馆一楼大厅,19126609081,110.793708,21.40564347,110.782654,21.40215055
1639,茂名市,信宜市,金垌镇卫生院预防接种门诊,金垌镇马路垌开发区,0668-8538842,110.7981353,22.47436601,110.7870054,22.47130685
1564,茂名市,高州市,南塘镇卫生院,高州市南塘镇南胜大街,0668-6426109,110.799848,22.06077701,110.7887758,22.05764525
1584,茂名市,高州市,胜利农场医院,高州市南塘镇胜利农场场部,0668-6421067,110.8037429,22.0565471,110.7926613,22.05348403
281,湛江市,吴川市,吴川市博铺街道社区卫生服务中心,吴川市博铺街道茂山路,0759-5235851,110.803831,21.454838,110.7927839,21.45154566
275,湛江市,吴川市,吴川市大山江街道社区卫生服务中心,吴川市人民东路135号,0759-5576120,110.804462,21.433526,110.7934026,21.43023884
1637,茂名市,信宜市,北界镇卫生院预防接种门诊,北界镇北界街,0668-8518009,110.808659,22.325463,110.7975316,22.32257301
1583,茂名市,高州市,团结农场医院,高州市宝光街道办顿梭高垌,13380815732,110.818835,21.989379,110.807697,21.98648433
1640,茂名市,信宜市,金垌镇径口卫生院预防接种门诊,金垌镇径口开发区,0668-8587317,110.8226395,22.52779299,110.8115056,22.52507668
282,湛江市,吴川市,吴川市兰石镇卫生院,吴川市兰石镇兰新街82号,0759-5195431,110.8385128,21.5284684,110.8274355,21.52538901
1522,茂名市,茂南区,公馆镇中心卫生院,公馆镇塘边街85号,0668-2323088,110.8442255,21.68499322,110.8331919,21.68190993
1516,茂名市,茂南区,金塘镇预防接种门诊,金塘镇幸福路,0668-2353699 ,110.8478224,21.7533353,110.8367637,21.7502255
1586,茂名市,高州市,高州市中医院,高州市茂高快线石仔岭街道办北侧,19120931693,110.849393,21.91146495,110.838357,21.90840974
1581,茂名市,高州市,南关门诊,高州市南关街138号,0668-6578653,110.855507,21.918557,110.8445047,21.91541398
1518,茂名市,茂南区,镇盛镇卫生院,镇盛镇镇盛圩西街,0668-2386411,110.8586989,21.61230773,110.8477098,21.60898382
1588,茂名市,高州市,高州市人民医院,高州市文明路28号,0668-6670540,110.8590511,21.93023245,110.8480709,21.92704102
1580,茂名市,高州市,桂圆路门诊,高州市桂圆路38号,0668-6578666、6578657,110.86176,21.90906,110.8507773,21.90581389
1589,茂名市,高州市,高州疾控中心流动队,,0668-6578669,110.8619615,21.90905071,110.8509797,21.90580157
1587,茂名市,高州市,高州市妇幼保健院,高州市文明路2号,0668-6691811,110.863847,21.92812597,110.852887,21.92486102
1579,茂名市,高州市,东门门诊,高州市潘州东路181号,0668-6578651,110.865419,21.923877,110.8544634,21.92058724
283,湛江市,吴川市,吴川市覃巴镇卫生院,吴川市覃巴镇镇东路16号,0759-5126566,110.8688214,21.44935786,110.8579072,21.44585428
1519,茂名市,茂南区,鳌头镇卫生院,鳌头镇新建路21号,0668-2784933,110.871252,21.55805,110.8603333,21.55454034
1578,茂名市,高州市,金山社区卫生服务中心,高州市金山开发区陈垌圩,0668-6134120,110.878497,21.822873,110.8675899,21.81940165
1650,茂名市,信宜市,红旗农场医院预防接种门诊,信宜市镇隆镇镇隆开发区,0668-8322339,110.8792786,22.2055223,110.8683345,22.20221295
1585,茂名市,高州市,茂名农垦医院,高州市潘州东路36号,0668-6602921,110.8793661,21.92788893,110.8684546,21.92446188
1565,茂名市,高州市,潭头镇卫生院,高州市潭头镇潭头圩,0668-6222369,110.8819418,22.19212094,110.8710152,22.18879857
1622,茂名市,信宜市,镇隆镇卫生院预防接种门诊,镇隆镇环城路1号,0668-8322373,110.889012,22.21528496,110.8780656,22.21196729
1566,茂名市,高州市,大井镇卫生院,广东省高州市大井镇207国道旁,0668-6283101,110.8897654,22.0974197,110.8788232,22.09405851
1517,茂名市,茂南区,新坡镇卫生院,新坡商业城一街69号,0668-2705911,110.902505,21.66479298,110.8915741,21.66135549
1539,茂名市,电白区,茂名市电白区小良镇预防接种门诊,茂名市电白区小良镇府前路,0668-2691122,110.904088,21.49412737,110.8931547,21.49066164
1582,茂名市,高州市,火星农场医院,高州市山美街道苍地牌坊,18023979373,110.906263,21.92053702,110.895321,21.91726709
1633,茂名市,信宜市,朱砂镇安莪卫生院预防接种门诊,朱砂镇安莪街4号,0668-8768726,110.9077324,22.52796306,110.8967556,22.52489444
1512,茂名市,茂南区,茂南区人民医院成人接种门诊,红旗南路26号大院西侧,0668-2523997,110.908189,21.658606,110.8972335,21.65524925
1510,茂名市,茂南区,茂名市中医院,油城三路287号（工商银行旁）,0668-2208155 ,110.908186,21.67403,110.8972451,21.67068177
1513,茂名市,茂南区,红旗街道社区卫生服务中心,红旗南路313号（茂名市骨伤科医院）,0668-2155337,110.9092617,21.66450905,110.8983077,21.6611729
1509,茂名市,茂南区,茂名石化医院西院区,茂名市幸福路滨河一街7号茂名石化医院西院门诊楼一楼东头,0668-2179073,110.912717,21.678707,110.9017621,21.67543662
1508,茂名市,茂南区,茂名市人民医院,为民路101号大院,0668-2922931,110.916451,21.664977,110.9054677,21.6617634
1623,茂名市,信宜市,水口镇卫生院预防接种门诊,水口镇水口街,0668-8398438,110.929228,22.257425,110.9181456,22.2546625
1511,茂名市,茂南区,茂名市妇幼保健院,官山二路177号光华北门诊部,0668-2921783,110.930506,21.675217,110.9194699,21.67222617
1520,茂名市,茂南区,山阁卫生院,山阁镇快马坡,0668-2713892,110.936519,21.726868,110.9254461,21.72395528
1628,茂名市,信宜市,信宜市妇幼保健院成人接种门诊,新堤路41号,0668-8859752,110.9419248,22.3570556,110.9307775,22.3544198
1515,茂名市,茂南区,袂花镇卫生院,袂花镇新街85号,0668-2721955,110.9441685,21.58807667,110.933096,21.58515097
1627,茂名市,信宜市,信宜市人民医院狂犬病暴露预防处置门诊,银湖西路,0668-8882890,110.946646,22.343746,110.9354904,22.3411114
1576,茂名市,高州市,曹江镇卫生院,高州市曹江镇帅堂圩,0668-6720120,110.948523,21.984827,110.9373841,21.98205561
1514,茂名市,茂南区,河东街道社区卫生服务中心,迎宾四路162号,0668-2305183,110.9486208,21.66461335,110.9375157,21.66170326
1624,茂名市,信宜市,东镇街道社区卫生服务中心预防接种门诊,人民路92号保健楼—楼,0668-8862311,110.949386,22.357155,110.9382197,22.35451417
1641,茂名市,信宜市,怀乡镇中心卫生院预防接种门诊,怀乡起义路54号,0668-8629680,110.9535817,22.36009314,110.9424083,22.35742703
1625,茂名市,信宜市,信城社区卫生服务中心预防接种门诊,沿江路114号,0668-8851929,110.955753,22.357368,110.9445764,22.3546817
284,湛江市,吴川市,吴川市王村港镇卫生院,吴川市王村港镇市场东8号,0759-5101826,110.9559839,21.44275743,110.944896,21.43974133
1630,茂名市,信宜市,池洞镇卫生院预防接种门诊,池洞镇广海路73号,0668-8639611,110.9585315,22.43183001,110.9473803,22.42912942
1629,茂名市,信宜市,信宜市中医院成人接种门诊,竹园路1号,0668-8872672,110.9590469,22.35941053,110.9478672,22.35668736
1626,茂名市,信宜市,竹山社区卫生服务中心预防接种门诊,竹山路27号,0668-8892801,110.9613463,22.359675,110.950165,22.35692091
1555,茂名市,高州市,分界镇中心卫生院,高州市分界镇正街194号,0668-6848480,110.966234,21.779235,110.9550973,21.77617545
1541,茂名市,电白区,茂名市电白区沙院镇卫生院,茂名市电白区沙院镇木苏村委会木苏三队三角路口,0668-3968179,110.9673478,21.49616493,110.9562241,21.49299122
1567,茂名市,高州市,东岸镇卫生院,广东省高州市东岸镇东升路2号,0668-6268523,110.96853,22.13241497,110.9573662,22.12947489
