Province,region1,region2,name,Address,latitude,longitude
New Brunswick,MONCTON,MONCTON,MAPLETON PHARMACY,210 RUE PRICE STREET,46.1266579,-64.7597054
Saskatchewan,Carlyle,,Pharmasave No. 439,"218 Main Street, Carlyle, SK, SOC ORO",49.6328173,-102.2681952
Saskatchewan,Prince Albert,,Victoria Square Compounding Pharmacy,"234510 Avenue W, Prince Albert, SK, S6V 4H5",53.1919132,-105.7807454
New Brunswick,MIRAMICHI,MIRAMICHI,SOBEYS PHARMACY,2485 AUTOROUTE KING GEORGE HIGHWAY,47.0327969,-65.4895707
New Brunswick,MIRAMICHI,MIRAMICHI,SHOPPERS DRUG MART #165,2540 AUTOROUTE KING GEORGE HIGHWAY,47.0310576,-65.4872449
Newfoundland and Labrador,,,FLOWER'S COVE & SURROUNDING AREA,"259 Viking Trail, Flowers Cove, NL A0K 2N0",51.2996299,-56.7278591
Northwest Territories,,,Norman Wells,"26 Woodland Avenue, P.O. Box 340,?Norman Wells, NT X0E 0V0",65.2835026,-126.8299585
Nunavut,,,Rankin Inlet Health Centre,COVID-19 Vaccine Clinic-Rankin Inlet-Community Recreation Centre,62.8147,-92.104204
Nunavut,,,Rankin Inlet Public Health,"Rankin Inlet Public Health,Rankin Inlet?",62.8149882,-92.1029558
New Brunswick,FREDERICTON,GRAND-FALLS / GRAND-SAULT,PHARMACIE JEAN COUTU #95,276 RUE BROADWAY STREET,45.6407212,-73.7867681
Saskatchewan,Saskatoon,,Loblaw Pharmacy No. 1535,"29018th Street East, Saskatoon, SK, S7H 0V4",52.1158614,-106.6138601
Saskatchewan,Regina,,Safeway Pharmacy No. 4891,"293113th Avenue, Regina, SK, S4T1N8",50.4447449,-104.6231794
Saskatchewan,,,WAKAW,301-1st Street North?,52.6507388,-105.7414706
New Brunswick,FREDERICTON ,,PERTH-ANDOVER PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE PERTHANDOVER,35 CHEMIN TRIBE ROAD,46.7472585,-67.7115384
Ontario,,,Simcoe Muskoka District Health Unit,"34 Chaffey St, Huntsville, ON P1H 1K1",45.3311446,-79.2136265
Saskatchewan,Regina,,13th Avenue Pharmacy,"102-350413th Ave Regina, SK S4T1P9",50.4456159,-104.6314474
New Brunswick,FREDERICTON,WOODSTOCK,SHOPPERS DRUG MART #198,370 RUE CONNELL STREET ¨C UNIT/UNIT? 9,46.1701002,-67.597325
Prince Edward Island,,Prince County,Sobeys/Lawtons Pharmacies?,Sobeys/Lawtons Pharmacies?,46.2686923,-63.1484854
Prince Edward Island,,Kings County,Sobeys/Lawtons Pharmacies,Sobeys/Lawtons Pharmacies?,46.2686923,-63.1484854
Prince Edward Island,,Queens County,Sobeys/Lawtons Pharmacies?,Sobeys/Lawtons Pharmacies?,46.2686923,-63.1484854
Newfoundland and Labrador,,,Port aux Basques - Public Health Nurse,"P.O. Box 100, 3-9 Barhaven Place, Port aux Basques, NL",47.5879849,-59.0582386
New Brunswick,MIRAMICHI,MIRAMICHI,SHOPPERS DRUG MART #187,397 AUTOROUTE KING GEORGE HIGHWAY,46.991321,-65.5737674
New Brunswick,MIRAMICHI,MIRAMICHI,PHARMACIE JEAN COUTU #219,4 RUE JOHNSON STREET - SUITE 12,47.0287946,-65.4720825
Saskatchewan,Saskatoon,,33rd Street Pharmacy,"40133rd Street W, Saskatoon, SK, S7L 0V5",52.143759,-106.675313
New Brunswick,MIRAMICHI,MIRAMICHI,LOBLAWS PHARMACY,408 AUTOROUTE KING GEORGE HIGHWAY,46.9919839,-65.5719733
Newfoundland and Labrador,,,Lewisporte Community Health Centre,394-412 Main Street?NL?A0G 3A0,49.2213497,-55.0580659
Newfoundland and Labrador,,,Lewisporte Community Health Centre,394-412 Main Street?NL?A0G 3A0,49.2213497,-55.0580659
New Brunswick,SAINT JOHN,SAINT JOHN,SOBEYS PHARMACY,44 VOIE EAST POINT WAY,45.3039018,-66.0305121
New Brunswick,FREDERICTON,FREDERICTON,SHOPPERS DRUG MART #169,440 RUE KING STREET ¨C KINGS PLACE,45.9614997,-66.6435316
Saskatchewan,Regina,,Shoppers Drug Mart No. 2466,"44420 Rochdale Boulevard, Regina, SK, S4X4N9",50.4973255,-104.6418373
Newfoundland and Labrador,Lewisporte,,Lewisporte Community Health Centre,454-462 Main Street P.O. Box 1209 Lewisporte NL  A0G 3A0,49.2231203,-55.0566467
New Brunswick,FREDERICTON,GRAND-FALLS / GRAND-SAULT,WAL-MART PHARMACY,494 RUE MADAWASKA STREET,47.0603305,-67.7527335
Newfoundland and Labrador,,,Clarenville Health and Community Services,5 Coish Place Newfoundland and Labrador A5A 0C3,48.1695152,-53.9882918
Newfoundland and Labrador,,,Clarenville Health and Community Services,5 Coish Place?Newfoundland and Labrador?A5A 0C3,48.1695152,-53.9882918
Yukon,,Ross River,Ross River health center,"5 Kulan St, Ross River, YT Y0B 1S0",61.9817566,-132.4531694
Saskatchewan,Lloydminster,,Loblaw Pharmacy No. 1571,"503144th Street, Lloyd minster, AB, T9V 0A6",53.2760545,-110.0084383
Saskatchewan,Lloydminster,,Sunrise Pharmacy,"102 500118 Street, Lloyd minster, AB, T9V 2G7",53.2800794,-110.0094119
Saskatchewan,Lloydminster,,Shoppers Drug Mart No. 335,"200 521144 Street, Lloyd minster, AB, T9V 0A7",53.276755,-110.012618
New Brunswick,CAMPBELLTON,BELLEDUNE,RESTIGOUCHE PHARMACY,53 RUE MACK STREET,47.9144581,-66.0067391
Saskatchewan,Lloydminster,,Safeway Pharmacy No. 8922,"521144 Street, Lloyd minster, AB, T9V 0A7",53.278342,-110.017082
Saskatchewan,Prince Albert,,Loblaw Pharmacy No. 1581,"59115th Street E, Prince Albert, SK, S6V1G3",53.1991609,-105.7397756
Newfoundland and Labrador,,,Notre Dame Bay Memorial Health Centre- Public Health Nurses Clinic,7-11 Hospital Lane?NL?A0G 4M0,49.6531787,-54.7572504
Newfoundland and Labrador,,,Notre Dame Bay Memorial Health Centre- Public Health Nurses Clinic,7-11 Hospital Lane?NL?A0G 4M0,49.6531787,-54.7572504
Saskatchewan,Rosthern,,Sask Valley Pharmacy,"300 600112th Street, Rosthern, SK, S0K3R0",52.662259,-106.3318264
Saskatchewan,Arcola,,McKay*s Arcola Pharmacy,"111 Main Street, Arcola, SK, SOC 0G0",49.6375779,-102.4855399
Ontario,,,Thunder Bay District Health Unit,"6224 Hwy 542, Little Current, ON P0P 1K0",45.9804652,-81.9277929
New Brunswick,FREDERICTON,NEW MARYLAND,NEW MARYLAND PHARMACY,636 AUTOROUTE NEW MARYLAND HIGHWAY,45.8801493,-66.6925979
Saskatchewan,Prince Albert,,Gray Chemists Ltd,"400 68115th Street W, Prince Albert, SK, S6V 7H9",53.1988931,-105.7728335
Quebec,Mauricie-et-Centre-du-Qu¨¦bec,,Point de service local (vaccination ) -Trois-Rivi¨¨res,"6875, boulevard Jean-XXIII",46.3244105,-72.5997702
Quebec,Mauricie-et-Centre-du-Qu¨¦bec,,Clinique de vaccination de Trois-Rivi¨¨res?,"6875, boulevard Jean-XXIII",46.3244105,-72.5997702
Newfoundland and Labrador,Baie Verte Peninsula,,Baie Verte Pen. Health Center,7 Hospital Road P.O. Box 190 Baie Verte NL  A0K 1B0,49.9256663,-56.221936
Quebec,Outaouais,,CHAPEAU CLSC,72 Saint-Patrick St.L'Isle-aux-Allumettes QC J0X 1M0,45.9107107,-77.0729582
Newfoundland and Labrador,,,ST. ANTHONY & SURROUNDING AREA,797 York St  London  ON N5W 6A8,42.9869179,-81.2241723
Saskatchewan,Prince Albert,,Shoppers Drug Mart No. 447,"230 80015th Street E, Prince Albert, SK, S6V 8E3",53.201161,-105.72903
Saskatchewan,,,PRINCE ALBERT,#204 800 Central Avenue?Opens in new window,53.2055959,-105.7529608
Newfoundland and Labrador,,,Lethbridge Health and Community Services,73 Forest Drive Newfoundland and Labrador AOC 1V0,49.6982591,-112.8359127
Saskatchewan,Prince Albert,,Lake Country Co-op Pharmacy 1,"777 -80115th Street East, Prince Albert, SK, S6V 3R7",53.1981478,-105.735648
New Brunswick,MONCTON ,,MONCTON PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE MONCTON,81 RUE ALBERT STREET  SUITE 300,46.0837387,-64.7834915
New Brunswick,FREDERICTON ,,CHIPMAN PUBLIC HEALTH /CENTRE DE LA SANT? PUBLIQUE DE CHIPMAN,"9 COUR CIVIC COURT, BUREAU/UNIT 2",46.174255,-65.8776571
New Brunswick,BATHURST,BATHURST      ,SHOPPERS DRUG MART #163,939 AVENUE ST. PETERS AVENUE,47.6337746,-65.6731505
Newfoundland and Labrador,,,A.M. Guy Memorial Health Centre (Buchans District),Water Street?NL?A0H 1G0,48.8235594,-56.8577094
Newfoundland and Labrador,St. Brendan¡¯s,,St. Brendan¡¯s Comm. Health Centre    , St.Brendan¡¯s NLA0G 3V0,48.8671397,-53.6554465
Quebec,?Bas-Saint-Laurent,,Point de service local - Mont-Joli (vaccination),"1760, Boulevard Beno?t-Gaboury,Mont-Joli?(Qu¨¦bec) G5H 3S7",48.5793308,-68.1862284
Yukon,,"Haines Junction (including Takhini River Subdivision, Champagne and Canyon)","Haines Junction (including Takhini River Subdivision, Champagne and Canyon) health center","Haines Junction (including Takhini River Subdivision, Champagne and Canyon) health center",60.7525084,-137.510162
Northwest Territories,,,Hay River,"37911 MacKenzie Highway,?Hay River, NT X0E 0R6",60.8109141,-115.7901243
Northwest Territories,,,Medical Clinic,"37911 MacKenzie Highway,?Hay River, NT X0E 0R6",60.8109141,-115.7901243
Newfoundland and Labrador,,,Dr. Y.K. Jeon Kittiwake Health Centre - Public Health Nurses Clinic,57-61 Main Street?NL?A0G 1B0,49.1375894,-53.5859898
Newfoundland and Labrador,,,Dr. Y.K. Jeon Kittiwake Health Centre - Public Health Nurses Clinic,57-61 Main Street?NL?A0G 1B0,49.1375894,-53.5859898
Newfoundland and Labrador,,,Jeffreys - Medical Clinic,"637 Main Road, Jeffreys, NL, A0N 1P0",56.130366,-106.346771
Newfoundland and Labrador,,,Fogo Island Health Centre - Public Health Clinic (Fogo),PO Box 9?NL?A0G 2B0,49.7141681,-54.2721028
Newfoundland and Labrador,Musgrave Harbour,,Musgrave Harbour Community Health Center,P.O. Box 69 Musgrave Harbour NL,52.1305645,-106.6680552
Newfoundland and Labrador,,,St.Alban's Community Health Centre,St. Alban's?Newfoundland?A0H2E0,47.8681769,-55.843741
Newfoundland and Labrador,,,St.Alban's Community Health Centre,St. Alban's?Newfoundland?A0H2E0,47.8681769,-55.843741
Nunavut,,,Pangnirtung Health Centre,"Pangnirtung Health Centre,Pangnirtung ",66.1473854,-65.6931084
Newfoundland and Labrador,,,Shamrock Medical Center,"NL-10, Ferryland, NL A0A 1A0, Canada",47.0170536,-52.9064521
Newfoundland and Labrador,,,Shamrock Medical Center,NL-10?Newfoundland and Labrador?A0A 1A0,47.0189204,-52.9030279
Newfoundland and Labrador,St. Alban¡¯s,,St. Alban¡¯s Comm. Health Centre,P.O. Box 490 St. Alban¡¯s NL   A0H 2E0,47.87752648,-55.84387595
Yukon,,"Carcross (including Tagish, Crag Lake and Lewes Lake)","Carcross (including Tagish, Crag Lake and Lewes Lake) health center","Carcross (including Tagish, Crag Lake and Lewes Lake) health center",60.1664715,-134.7080685
Yukon,,"Carcross (including Tagish, Crag Lake and Lewes Lake)","Carcross (including Tagish, Crag Lake and Lewes Lake) health center","Carcross (including Tagish, Crag Lake and Lewes Lake) health center",60.1664715,-134.7080685
Newfoundland and Labrador,,,St. George's - Public Health Nurse,"P.O. Box 106, St. George's, NL, A0N 1Z0",48.429508,-58.4762448
Yukon,,Old Crow,Old Crow health center,Old Crow health center,67.5696339,-139.828784
Saskatchewan,,,MOOSE JAW,1000b Albert Street,50.3985873,-105.5619452
Saskatchewan,Churchbridge,,Churchbridge Pharmacy,108 Vincent Ave,50.8976839,-101.8932608
Quebec,Mauricie-et-Centre-du-Qu¨¦bec,,Point de service local (vaccination) - Drummondville,"1085, Boulevard Ren¨¦-L¨¦vesque",45.8945484,-72.5212011
Quebec,Mauricie-et-Centre-du-Qu¨¦bec,,Clinique de vaccination de Drummondville,"1085, Boulevard Ren¨¦-L¨¦vesque",45.8944982,-72.5205874
Newfoundland and Labrador,,,Trepassy Community Social Center,122 Coarse Hill?NL?A0A 4B0,46.73550864,-53.36210344
Prince Edward Island,,,Montague Vaccination Clinic,126 Douses RoadMontague PEC0A 1R0,46.1582975,-62.6394841
Quebec,Mont¨¦r¨¦gie,,BROSSARD?,1575 avenue Panama,45.4674602,-73.4736617
Prince Edward Island,,,Charlottetown Vaccination Clinic - Sherwood Business Centre,161 St Peters RdCharlottetown PEC1A 5P8,46.2619289,-63.1190552
Prince Edward Island,,,Souris Vaccination Clinic,17 Knights AveSouris PEC0A 2B0,46.35213,-62.24513
Prince Edward Island,,,Summerside Public Health Nursing Office,205 Linden AveSummerside PEC1N 2K4,46.404335,-63.785324
Prince Edward Island,,,Summerside Vaccination Clinic,475 Granville StSummerside PEC1N 4K6,46.411579,-63.7821961
Newfoundland and Labrador,,,Musgrave Harbour Community Health Centre,5 Banting Street?NL?A0G 3J0,49.447046,-53.9595113
Quebec,Mont¨¦r¨¦gie,,VAUDREUIL,"585 av. St-Charles, local 50Vaudreuil - DorionJ7V 8P9",45.4079416,-74.0325916
New Brunswick,SAINT JOHN,SAINT JOHN,LOBLAWS PHARMACY,621 BOULEVARD FAIRVILLE BOULEVARD,45.2540719,-66.0948787
New Brunswick,SAINT JOHN,SAINT JOHN,SHOPPERS DRUG MART #195,667 BOULEVARD FAIRVILLE BOULEVARD,45.2531646,-66.0944262
Quebec,Mont¨¦r¨¦gie,,SOREL-TRACY,"80, rue Plante",46.0350911,-73.0978848
Saskatchewan,Beauval,,Pharmasave No. 437,"Block31 Unit3 Hwy 155, Beauval, SK, SOM 0G0",55.2743439,-107.8288625
Nunavut,,,Judy Hill Memorial Health Centre,"Judy Hill Memorial Health Centre,TALOYOAJ",,
Newfoundland and Labrador,,,NORTH WEST RIVER,"NORTH WEST RIVER, ",53.5275576,-60.1449404
Nunavut,,,Qikiqtani Rehabilitation Services,"Qikiqtani Rehabilitation Services,IQALUIT",63.7501461,-68.5093124
Quebec,Outaouais,,"Vaccination Centre at 75 blvd de la Gappe, Gatineau",,45.4661667,-75.717694
Alberta,EDMONTON,,LOBLAW PHARMACY #1572,12350 137 AVE NW,53.601704,-113.537186
Alberta,EDMONTON,,MANNING PHARMACY,228 MANNING CROSS NW,53.600392,-113.4237
Alberta,RED DEER,,SOBEYS PHARMACY #1147,200-6380 50 AVE,52.287457,-113.815436
Alberta,WETASKIWIN,,WAL-MART PHARMACY #3112,300 DENHAM LANDING,52.953551,-113.394869
Alberta,EDMONTON,,SAVE-ON-FOODS PHARMACY #6619,14161 23 AVE,53.4528,-113.56401
Alberta,FORT MCMURRAY,,WOOD BUFFALO IDA PHARMACY,1-100 SIGNAL RD,56.732267,-111.426199
Alberta,EDMONTON,,PHARMASAVE HAMPTONS,5244 199 ST NW,53.488492,-113.665047
Alberta,SHERWOOD PARK,,SHOPPERS DRUG MART #2313,20-4005 CLOVER BAR RD,53.557586,-113.273127
Alberta,EDMONTON,,SOBEYS PHARMACY #3132,15367 CASTLEDOWNS RD NW,53.615833,-113.51451
Alberta,CALGARY,,LOBLAW PHARMACY #1543,100 COUNTRY VILLAGE RD NE,51.160832,-114.066271
Alberta,WESTLOCK,,WESTLOCK PRESCRIPTION CENTRE,102-10124 107 ST,54.157339,-113.858303
Alberta,EDMONTON,,REXALL #7514,10507 KINGSWAY AVE NW,53.557195,-113.500763
Alberta,EDMONTON,,SAFEWAY PHARMACY #8891,WESTMOUNT SHOPPING CENTRE,53.559251,-113.553648
Alberta,CHESTERMERE,,SHOPPERS DRUG MART #2308,300-196 CHESTERMERE STN WAY,51.048058,-113.8273
Alberta,OLDS,,PRIME PHARMACY,340-4602 46 ST,51.795463,-114.096644
Alberta,EDMONTON,,SHOPPERS DRUG MART #365,11720 JASPER AVE NW,53.541376,-113.523715
Alberta,INNISFAIL,,JACKSON'S PHARMASAVE #327,5011 49 ST,52.026378,-113.950739
Alberta,RED DEER,,PHARMASAVE TIMBERLANDS,5101-20 THOMLISON AVE,52.274321,-113.747891
Alberta,EDMONTON,,SAFEWAY PHARMACY #8921,2304 109 ST NW,53.454859,-113.509044
Alberta,EDMONTON,,FRONTLINE PHARMACY,627 CAMERON HEIGHTS DR NW,53.470348,-113.631249
Alberta,BROOKS,,NEWELL DRUG MART IDA,220 4 ST W,50.567446,-111.901744
Alberta,CALGARY,,PHARMASAVE SIGNATURE DRUG MART #3017,509-1851 SIROCCO DR SW,51.036709,-114.167005
Alberta,CAMROSE,,SHOPPERS DRUG MART 2368,1A-6601 48 AVE,53.016261,-112.853832
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 315,6525 118 AVE NW,53.570224,-113.442575
Alberta,ST ALBERT,,APPLEYARD PHARMACY,106-23B AKINS DR,53.633782,-113.583376
Alberta,EDMONTON,,WHOLE HEALTH PHARMACY EDMONTON,13578B FORT RD NW,53.598594,-113.422855
Alberta,CALGARY,,SAFEWAY PHARMACY #8824,410 10 ST NW,51.056233,-114.084413
Alberta,ANDREW,,ANDREW PHARMACY AND HOME HEALTHCARE,5022 51 St,53.879101,-112.33532
Alberta,CALGARY,,REVOLUTION REMEDY'SRX,5959 SIGNAL HILL CENTRE SW,51.016938,-114.174547
Alberta,LETHBRIDGE,,CAREBRIDGE REMEDY'S RX PHARMACY,402 8 ST S,49.694213,-112.835603
Alberta,CALGARY,,MELL PHARMACY,771 NORTH MOUNT DR NW,51.082603,-114.095937
Alberta,CALGARY,,NULIFE PHARMACY,114-10325 BONAVENTURE DR SE,50.960513,-114.069787
Alberta,TABER,,JOHNSON'S TABER DRUGS,5204 48 AVE,49.784246,-112.146288
Alberta,EDMONTON,,HAWKSTONE HOME HEALTH CARE PHARMACY,100-18332 LESSARD RD,53.486446,-113.642326
Alberta,ATHABASCA,,ATHABASCA VALUE DRUG MART,4911 50 ST,54.720484,-113.286209
Alberta,CALGARY,,MEDICINE SHOPPE PHARMACY 398,70-1935 37 ST SW,51.036771,-114.141891
Alberta,CALGARY,,MEDICINE SHOPPE PHARMACY 111,114-8180 MACLEOD TR SE,50.981995,-114.070365
Alberta,AIRDRIE,,SOBEYS PHARMACY #5172,100-65 MACKENZIE WAY SW,51.290682,-114.024576
Alberta,CALGARY,,EASTSIDE PHARMACY,3466 17 AVE SE,51.03832,-113.984886
Alberta,EDMONTON,,WESTGROVE PHARMACY,14822 STONY PLAIN RD,53.542635,-113.57721
Alberta,EDMONTON,,LONDON DRUGS #57,9704 19 AVE NW,53.448616,-113.48138
Alberta,CALGARY,,PINERIDGE PHARMACY,7-3250 60 ST NE,51.081127,-113.946368
Alberta,CALGARY,,REXALL #7522,315 8 AVE SW,51.045552,-114.06929
Alberta,SYLVAN LAKE,,SYLVAN LAKE PHARMACY,102-5007 46 ST,52.309931,-114.091103
Alberta,EDMONTON,,WAL-MART PHARMACY #1145,SOUTHPARK VILLAGE,53.475531,-113.494016
Alberta,SLAVE LAKE,,SLAVE LAKE APPLE DRUGS,108 6 AVE NW,55.28736,-114.772342
Alberta,CALGARY,,PHARMASAVE WHITEHORN #3018,BAY 17-4525 52 ST NE,51.092013,-113.9586
Alberta,EDMONTON,,WELLINGTON PHARMACY,13222 127 ST NW,53.5929,-113.541742
Alberta,BARRHEAD,,RX DRUG MART #2014,5028 50 ST,54.119857,-114.404786
Alberta,EDMONTON,,SHOPPERS DRUG MART #312,10907 82 AVE NW,53.517969,-113.512417
Alberta,EDMONTON,,SUPER MARK DRUGS,130-8930 JASPER AVE NW,53.552883,-113.473827
Alberta,MEDICINE HAT,,SANDSTONE PHARMACIES CRESCENT HEIGHTS,25 8 ST NW,50.049563,-110.687863
Alberta,CALGARY,,SHOPPERS DRUG MART #321,216 STEWART GREEN SW,51.014435,-114.168479
Alberta,CALGARY,,CALGARY CO-OP PHARMACY #7,5505 SHAGANAPPI TR NW,51.102876,-114.146638
Alberta,CALGARY,,PHARMACY PLUS,5066 68 ST NE,51.098704,-113.934102
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 189,17715 98A AVE NW,53.534066,-113.627232
Alberta,CLARESHOLM,,PHARMASAVE #308,114 49 AVE W,50.025439,-113.582251
Alberta,EDMONTON,,EDMONTON DRUGS,111-11010 101 ST NW,53.557848,-113.493898
Alberta,EDMONTON,,GLOBAL CARE PHARMACY,7006 109 ST NW,53.506971,-113.512443
Alberta,EDMONTON,,TERWILLEGAR PHARMACY,1717 TOWNE CENTRE BLVD NW,53.445474,-113.57756
Alberta,REDWATER,,SHANE'S GUARDIAN PHARMACY,4926 49 ST,53.951502,-113.108928
Alberta,CALGARY,,TOWER DRUGS,137-131 9 AVE SW,51.044461,-114.065059
Alberta,STONY PLAIN,,SAFEWAY PHARMACY #8885,4202 SOUTH PARK DR,53.540034,-113.978855
Alberta,CALGARY,,ICURAE PHARMACY,1502 11 AVE SW,51.043432,-114.094817
Alberta,CALGARY,,MEDICINE SHOPPE PHARMACY 194,2303 4 ST SW,51.032319,-114.071898
Alberta,SLAVE LAKE,,MEDICINE SHOPPE PHARMACY 403,102-102 6 AVE SW,55.279731,-114.772291
Alberta,BASHAW,,PHARMASAVE BASHAW #319,5010 50 ST,52.583987,-112.971176
Alberta,EDMONTON,,WAL-MART PHARMACY #3026,CAPILANO SHOPPING CENTRE,53.539483,-113.420753
Alberta,EDMONTON,,SAFEWAY PHARMACY #8893,5821 TERRACE RD NW,53.539061,-113.424021
Alberta,MEDICINE HAT,,SOUTH COUNTRY CO-OP LTD @13 AVE PHARMACY,109-3030 13 AVE SE,50.011214,-110.665538
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 105,5011 118 AVE NW,53.570083,-113.418866
Alberta,STONY PLAIN,,CO-OP PHARMACY STONY PLAIN,4917A 50 AVE,53.530084,-114.006699
Alberta,CALGARY,,CALGARY CO-OP PHARMACY #15,700-2220 68 ST NE,51.068462,-113.93363
Alberta,CALGARY,,CALGARY CO-OP PHARMACY #14,100-250 SHAWVILLE BLVD SE,50.903194,-114.063728
Alberta,EDMONTON,,1230 PHARMACY & TRAVEL CLINIC,102-1230 91 ST SW,53.422405,-113.476128
Alberta,CALGARY,,MEDICINE SHOPPE PHARMACY 158,312-401 9 AVE SW,51.045922,-114.064326
Alberta,GRANDE CACHE,,GRANDE CACHE PHARMACY,1609 ACORN PLAZA,53.890082,-119.119064
Alberta,ST ALBERT,,WAL-MART PHARMACY #3087,700 ST. ALBERT RD,53.659343,-113.634319
Alberta,RED DEER,,LONDON DRUGS #24,109-2004 50 AVE,52.233973,-113.816489
Alberta,COLD LAKE,,GLACIER GATE PHARMACY,101-2504 GLACIER GATE,54.466546,-110.200076
Alberta,CALGARY,,EXALAN PHARMACY,7-2111 CENTRE ST NW,51.071314,-114.062989
Alberta,OLDS,,OLDS COMMUNITY PHARMACY,5014 53 ST,51.789691,-114.106508
Alberta,CALGARY,,CALGARY CO-OP PHARMACY #26,700-100 AUBURN MEADOWS DR SE,50.895438,-113.944372
Alberta,EDMONTON,,HAMPTONS PHARMACY,5603 199 STREET NW,53.491594,-113.663868
Alberta,DRUMHELLER,,ANDERSON DRUG BY FRESON BROS DRUMHELLER,101 6 AVE SE,51.459615,-112.70793
Alberta,TROCHU,,BALKWILL PHARMACY LTD.,223 MAIN ST,51.827504,-113.227211
Alberta,CALGARY,,FRESHCO PHARMACY #4311,7048-2060 SYMONS VALLEY,51.17595,-114.10752
Alberta,CALGARY,,HEALTH+ PHARMACY,2642 PARKDALE BLVD NW,51.053444,-114.122715
Alberta,CALGARY,,RIDEAU PHARMACY,1711 4 ST SW,51.03725,-114.071765
Alberta,LACOMBE,,FISHER'S PHARMASAVE,103-5035 50 ST,52.464382,-113.730226
Alberta,CALGARY,,MILLRISE PHARMACY,9-15 MILLRISE BLVD SW,50.920575,-114.076118
Alberta,RED DEER,,SOBEYS PHARMACY #3105,2110 50 AVE,52.238052,-113.816457
Alberta,JASPER,,JASPER METTRA PHARMACY,600A PATRICIA ST,52.875921,-118.081867
Alberta,WETASKIWIN,,ROD'S PHARMACY,5520B 50 AVE,52.971249,-113.388016
Alberta,ST ALBERT,,PEOPLES PHARMACY 8058,120-140 BELLEROSE DR,53.65077,-113.615442
Alberta,CALGARY,,SIROCCO REMEDY'S RX PHARMACY,220-1919 SIROCCO DR SW,51.035922,-114.166609
Alberta,EDMONTON,,FRESHCO PHARMACY 4290,38 AVE & MILLWOODS RD NW,53.471631,-113.451683
Alberta,EDMONTON,,CALLINGWOOD PHARMACY,6911 172 ST NW,53.505258,-113.61929
Alberta,EDMONTON,,MARKET DRUGS MEDICAL LTD,10203 97 ST NW,53.544324,-113.486053
Alberta,SHERWOOD PARK,,REXALL #7244,80 CHIPPEWA RD,53.535604,-113.325258
Alberta,EDMONTON,,BONNIE DOON PHARMACY,8130 82 AVE NW,53.518328,-113.454075
Alberta,AIRDRIE,,SAVE-ON-FOODS PHARMACY #6603 - AIRDRIE WEST,601-401 COOPERS BLVD SW,51.257058,-114.021053
Alberta,EDMONTON,,RIVERBEND PHARMACY,5659 RIVERBEND RD NW,53.495058,-113.576738
Alberta,CALGARY,,SOBEYS PHARMACY #1129,125-8888 COUNTRY HILLS BLVD NW,51.151782,-114.213188
Alberta,EDMONTON,,SAFEWAY PHARMACY #8928,146-3210 118 AVE NW,53.571622,-113.390521
Alberta,EDSON,,WAL-MART PHARMACY #1048,5750 2 AVE,53.577677,-116.4493
Alberta,GRANDE PRAIRIE,,SAFEWAY PHARMACY #8888,8060 100 ST,55.154642,-118.793655
Alberta,SEDGEWICK,,SEDGEWICK IDA PHARMACY,4841 47 ST,52.774465,-111.69265
Alberta,ST ALBERT,,SAVE-ON-FOODS PHARMACY #6675,740 ST. ALBERT RD,53.661846,-113.631704
Alberta,CANMORE,,GOURLAY'S CLINIC PHARMACY,120-1151 SIDNEY ST,51.091382,-115.349123
Alberta,EDMONTON,,PRIMROSE IDA PHARMACY,8462 182 ST,53.518333,-113.636527
Alberta,ST ALBERT,,LONDON DRUGS #48,104-375 ST. ALBERT TR,53.643204,-113.622677
Alberta,EDMONTON,,SAVE-ON-FOODS PHARMACY #6667,12903 153 AVE NW,53.615782,-113.543285
Alberta,RED DEER,,WAL-MART PHARMACY #3075,PARKLAND MALL SHOPPING CENTRE,52.286721,-113.810753
Alberta,SHERWOOD PARK,,SAVE-ON-FOODS PHARMACY #6679,10-4005 CLOVER BAR RD,53.558353,-113.273731
Alberta,EDMONTON,,LYNNWOOD PHARMASAVE,8764 149 ST NW,53.521013,-113.578563
Alberta,EDMONTON,,PALISADES PHARMACY,12802 137 AVE NW,53.600887,-113.541331
Alberta,CALGARY,,PENNY + FAUSTA PHARMACY,101-217 19 ST NW,51.054219,-114.105687
Alberta,AIRDRIE,,PHARMASAVE SILVER CREEK #3030,307-800 VETERANS BLVD NW,51.30066423,-114.0235293
Alberta,EDMONTON,,MIRACARE PHARMACY,3921 106 ST,53.47516,-113.503936
Alberta,MEDICINE HAT,,THE BOYLAN PHARMASAVE #303,407 7 ST SW,50.032323,-110.697035
Alberta,WESTLOCK,,PIDSADOWSKI'S IDA PHARMACY,103-10030 106 ST,54.156042,-113.85921
Alberta,THORHILD,,THORHILD DRUG STORE,722 1 ST,54.160244,-113.124249
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 170,127 MILLBOURNE RD E,53.468215,-113.449613
Alberta,SPRUCE GROVE,,SAVE-ON-FOODS PHARMACY #6608,100-121 CENTURY CROSS,53.542663,-113.884012
