Province,District,Facility,latitude,longitude,public_or_private
Eastern Cape,,Lusikisiki Village Clinic (Qaukeni),-31.37419,29.57232,Public
Eastern Cape,,Luthuli Clinic,-31.3881,26.35161,Public
Eastern Cape,,Lutshaya Clinic,-31.32274,29.36059,Public
Eastern Cape,,Lutubeni Clinic,-31.9256,28.88256,Public
Eastern Cape,,Luyengweni Clinic,-30.65285,28.76937,Public
Eastern Cape,,Luyolo NU 9 Clinic,-32.92578,27.73391,Public
Eastern Cape,,Lwandile Clinic,-31.86719,29.20882,Public
Eastern Cape,,Mabandla Clinic,-33.80966,25.37862,Public
Eastern Cape,,Macacuma Clinic,-30.4574,27.35298,Public
Eastern Cape,,Machibini Clinic (Kwabhaca),-30.72679,28.71708,Public
Eastern Cape,,Machibini Clinic (Queenstown),-31.9202,27.02443,Public
Eastern Cape,,Machubeni Clinic,-31.55987,27.18929,Public
Eastern Cape,,Maclear Clinic,-31.06886,28.35162,Public
Eastern Cape,Joe Gqabi DM,Maclear Hospital,-31.07593,28.34775,Public
Eastern Cape,,Madlangala Clinic,-33.0018,27.898844,Public
Eastern Cape,,Madwaleni Hospital,-32.09584,28.87875,Public
Eastern Cape,Alfred Nzo DM,Madzikane kaZulu Memorial Hospital,-30.90092,28.99562,Public
Eastern Cape,,Magadla Clinic,-30.338,28.682489,Public
Eastern Cape,Chris Hani DM,Magers Pharmacy,-31.8964133,26.8730259,Private
Eastern Cape,,Magwa Clinic,-31.4184,29.67125,Public
Eastern Cape,,Magwala Clinic,-32.00691,27.5501,Public
Eastern Cape,,Mahlubini Clinic,-32.02261,27.61034,Public
Eastern Cape,,Mahlungulu Clinic (KSD),-31.57268,28.49288,Public
Eastern Cape,,Mahlungulu Clinic (Mhlontlo),-31.05687,28.80237,Public
Eastern Cape,,Majola Clinic,-31.49775,29.3196,Public
Eastern Cape,OR Tambo DM,Makhotyana Community Health Centre,-31.43506,29.0226,Public
Eastern Cape,,Makwantini Clinic,-31.10597,29.99033,Public
Eastern Cape,,Malangeni Clinic,-31.30193,29.70136,Public
Eastern Cape,,Malepelepe Clinic,-31.1882,28.789619,Public
Eastern Cape,,Maletswai Clinic,-30.69076,26.69861,Public
Eastern Cape,,Malongwana Clinic,-31.00816,29.36362,Public
Eastern Cape,,Malusi Clinic,-31.57719,28.87056,Public
Eastern Cape,Alfred Nzo DM,Maluti Community Health Centre,-30.26589,28.78891,Public
Eastern Cape,,Mampondomiseni Clinic,-31.63454,29.09056,Public
Eastern Cape,,Mangcwanguleni Clinic,-31.33431,29.16876,Public
Eastern Cape,,Mangoloaneng Clinic,-30.51573,28.46059,Public
Eastern Cape,,Mangqamzeni Clinic,-30.9934,29.07859,Public
Eastern Cape,,Mantlaneni Clinic,-31.23384,29.34253,Public
Eastern Cape,,Mantusini Clinic,-31.57521,29.2941,Public
Eastern Cape,,Manzana Clinic,-31.73742,28.00876,Public
Eastern Cape,,Manzimahle Clinic,-31.61077,27.55805,Public
Eastern Cape,,Mapheleni Clinic,-30.78445,29.25385,Public
Eastern Cape,,Mapuzi Clinic,-31.95938,29.13043,Public
Eastern Cape,,Maqanyeni Clinic,-31.64222,28.97314,Public
Eastern Cape,,Maqashu Clinic,-31.74378,27.33497,Public
Eastern Cape,,Margery Parkes TB Hospital,-32.267,24.55619,Public
Eastern Cape,,Marjorie Parrish TB Hospital,-33.56243,26.88126,Public
Eastern Cape,,Marselle Clinic,-33.67934,26.63512,Public
Eastern Cape,,Martje Venter (Tarkastad) Hospital,-32.00894,26.25884,Public
Eastern Cape,,Masakhane Clinic (Aberdeen),-32.47271,24.05254,Public
Eastern Cape,,Masakhane Clinic (Hankey),-33.8279,24.87312,Public
Eastern Cape,Nelson Mandela Bay MM,Masakhane Clinic (NMMM),-33.9216,25.445159,Public
Eastern Cape,,Masakhane Clinic (Zwelitsha),-32.92566,27.43245,Public
Eastern Cape,,Masakhe Clinic,-31.55443,26.56006,Public
Eastern Cape,,Masele Clinic,-32.93599,27.33074,Public
Eastern Cape,,Masincedane Clinic,-32.68593,27.11363,Public
Eastern Cape,,Masiphile Clinic,-32.85438,27.78912,Public
Eastern Cape,,Matatiele Community Clinic,-30.33437,28.81461,Public
Eastern Cape,,Matatiele Private Hospital,-30.3475207,28.8048519,Private
Eastern Cape,,Matomela Clinic,-33.27588,27.11408,Public
Eastern Cape,,Matubeni Clinic,-30.96514,29.16105,Public
Eastern Cape,,Matyantya Clinic,-31.78555,27.07183,Public
Eastern Cape,,Mawusheni Clinic,-31.94064,27.67016,Public
Eastern Cape,,Max Madlingozi Clinic,-33.86979,25.58297,Public
Eastern Cape,,Maxwele Clinic,-31.70454,28.73467,Public
Eastern Cape,,Mbadango Clinic,-31.148769,29.504941,Public
Eastern Cape,,Mbalisweni Clinic,-31.26843,29.11532,Public
Eastern Cape,OR Tambo DM,Mbekweni Community Health Centre,-31.72014,28.68647,Public
Eastern Cape,,Mbokotwana Clinic,-31.25036,28.80663,Public
Eastern Cape,,Mbotyi Clinic,-31.46683,29.729623,Public
Eastern Cape,,Mbotyi Clinic,-31.4672,29.729636,Public
Eastern Cape,,Mbulukweza Clinic,-32.23262,27.71693,Public
Eastern Cape,,Mcambalala Clinic,-31.88415,27.49444,Public
Eastern Cape,,Mcewula Clinic,-31.51225,27.52818,Public
Eastern Cape,,Mdanjelwa Clinic,-31.80079,28.21853,Public
Eastern Cape,,Mdeni Clinic,-31.03441,28.77936,Public
Eastern Cape,Buffalo City MM,Mdingi Clinic,-32.9167,27.4167,Public
Eastern Cape,,Mdyobe Clinic,-31.13257,29.05043,Public
Eastern Cape,Chris Hani DM,Medicentre Pharmacy Queenstown,-31.8979152,26.8747144,Private
Eastern Cape,,MediRite Butterworth,-32.333745,28.142665,Private
Eastern Cape,,Medirite Greenacres,-33.950044,25.580073,Private
Eastern Cape,,Medirite King Pharmacy,-32.873516,27.386127,Private
Eastern Cape,,Medirite New Brighton,-33.885043,25.563889,Private
Eastern Cape,,Medirite Pharmacy - Bethelsdorp,-33.894235,25.526548,Private
Eastern Cape,,Medirite Pharmacy - Kwanobuhle,-33.805064,25.398574,Private
Eastern Cape,,Medirite Pharmacy - Moffat on Main,-33.9834271,25.5488422,Private
Eastern Cape,,Medirite Pharmacy - Uitenhage,-33.7691155,25.397477,Private
Eastern Cape,,Medirite Pharmacy Queenstown,-31.90285,26.874479,Private
Eastern Cape,,Meje Clinic,-31.05028,29.8747,Public
Eastern Cape,,Melani Clinic,-32.72545,26.87394,Public
Eastern Cape,,Mevana Clinic,-31.52802,29.29607,Public
Eastern Cape,,Mfundambini Clinic,-30.8988,29.51951,Public
Eastern Cape,,Mfundisweni Clinic,-30.8983,29.51997,Public
Eastern Cape,,Mgudu Clinic,-31.47833,28.34694,Public
Eastern Cape,,Mgwalana Clinic,-32.75516,26.96204,Public
Eastern Cape,,Mgwali Clinic,-32.4611,27.60563,Public
Eastern Cape,,Mgwenyane Clinic,-31.55545,29.23329,Public
Eastern Cape,,Mhlahlane Clinic,-31.4184,28.54104,Public
Eastern Cape,OR Tambo DM,Mhlakulo Community Health Centre,-31.40212,28.84407,Public
Eastern Cape,,Mhlanga Clinic,-31.46389,27.16111,Public
Eastern Cape,,Mhlopekazi Clinic,-31.73683,28.26916,Public
Eastern Cape,,Mhlotsheni Clinic,-30.80276,29.09093,Public
Eastern Cape,,Mhlwazi Clinic,-31.5,27.7,Public
Eastern Cape,,Middelburg Clinic,-31.49529,25.00791,Public
Eastern Cape,,Middle Street Clinic,-33.75776,25.39107,Public
Eastern Cape,,Middle Terrace Clinic,-33.30041,26.53672,Public
Eastern Cape,Amathole DM,Middledrift Community Health Centre,-32.8172771,26.9853482,Public
Eastern Cape,,Midland Hospital,-32.26081,24.53619,Public
Eastern Cape,,Midros Clinic,-31.50298,25.02635,Public
Eastern Cape,,Misgund Clinic,-33.7631,23.50235,Public
Eastern Cape,,Missionvale Clinic,-33.87679,25.55003,Public
Eastern Cape,,Mitford Clinic,-31.98958,26.53048,Public
Eastern Cape,,Mjanyana Clinic,-31.83237,28.10611,Public
Eastern Cape,,Mjanyana Hospital,-31.83602,28.1038,Public
Eastern Cape,,Mjika Clinic,-31.43642,28.61004,Public
Eastern Cape,,Mkapusi Clinic,-31.5948,27.10714,Public
Eastern Cape,,Mkemane Clinic,-30.66807,29.01856,Public
Eastern Cape,OR Tambo DM,Mlonzi Square Pharmacy,-31.3600628,29.571986,Private
Eastern Cape,,Mnceba Clinic,-30.89475,29.21214,Public
Eastern Cape,,Mncotsho Clinic,-32.93518,27.59984,Public
Eastern Cape,,Mngungu Clinic,-31.05629,30.03207,Public
Eastern Cape,,Mntwana Clinic,-30.97671,28.9237,Public
Eastern Cape,,Mnyibashe Clinic,-32.12938,27.80417,Public
Eastern Cape,,Mnyolo Clinic,-31.49458,28.28827,Public
Eastern Cape,,Molteno Clinic,-31.39596,26.36049,Public
Eastern Cape,,Molteno Hospital,-31.3916,26.3555,Public
Eastern Cape,,Momentum Metropolitan centre - Port Elizabeth,-33.9417366,25.5673537,Private
Eastern Cape,,Mooiplaas Clinic,-32.7376,28.05406,Public
Eastern Cape,,Moore Street Clinic,-33.01286,27.91553,Public
Eastern Cape,Sarah Baartman DM,Moses Mabida Clinic,-33.3973,25.48081,Public
Eastern Cape,N Mandela Bay MM,Motherwell Community Health Centre,-33.81113184,25.60063821,Public
Eastern Cape,,Motherwell NU 11 Clinic,-33.78338,25.58959,Public
Eastern Cape,,Motherwell NU 2 Clinic,-33.80062,25.60322,Public
Eastern Cape,,Motherwell NU 8 Clinic,-33.8003,25.5898,Public
Eastern Cape,N Mandela Bay MM,Motherwell Pharmacy,-33.8109017,25.5958321,Private
Eastern Cape,,Mount Arthur Clinic,-31.68644,27.15359,Public
Eastern Cape,,Mount Ayliff Gateway Clinic,-30.80517,29.35965,Public
Eastern Cape,,Mount Ayliff Hospital,-30.80522,29.3596,Public
Eastern Cape,Buffalo City MM,Mount Coke Community Health Centre,-32.98037846,27.44250172,Public
Eastern Cape,,Mount Frere Gateway Clinic,-30.90091,28.99564,Public
Eastern Cape,,Mount Hargreaves Clinic,-30.40608,28.70661,Public
Eastern Cape,N Mandela Bay MM,Mount Road Pharmacy,-33.946267,25.6062844,Private
Eastern Cape,,Mpame Clinic,-32.09795,29.04183,Public
Eastern Cape,,Mpeko Clinic,-31.62362,28.63327,Public
Eastern Cape,,Mpetsheni Clinic,-30.99555,29.80192,Public
Eastern Cape,,Mpharane Clinic,-30.2639,28.47763,Public
Eastern Cape,,Mpongo Clinic,-33.15765,27.52628,Public
Eastern Cape,,Mpoza Clinic (Lusikisiki),-31.23638,29.55721,Public
Eastern Cape,,Mpoza Clinic (Mount Frere),-30.73186,29.06932,Public
Eastern Cape,,Mpozolo Clinic,-32.1816,28.77911,Public
Eastern Cape,,Mpukane Clinic,-32.33107,27.87466,Public
Eastern Cape,,Mpunzana Clinic,-31.80385,28.66743,Public
Eastern Cape,,Mqambeli Clinic,-32.4203,28.10819,Public
Eastern Cape,OR Tambo DM,Mqanduli Community Health Centre,-31.82352,28.76501,Public
Eastern Cape,OR Tambo DM,Mqhekezweni Clinic,-31.7335,28.467604,Public
Eastern Cape,Amathole DM,Mqhele Clinic,-31.9942,28.89198,Public
Eastern Cape,,Mqokolweni Clinic,-31.12191,28.54051,Public
Eastern Cape,Amathole DM,Msendo Clinic,-32.2709,28.7894,Public
Eastern Cape,,Msobomvu Clinic,-32.70058,26.85278,Public
Eastern Cape,,Mtakatye Clinic,-31.84646,29.24529,Public
Eastern Cape,,Mtambalala Clinic,-31.32506,29.35293,Public
Eastern Cape,,Mthatha Gateway Clinic,-31.5903,28.76593,Public
Eastern Cape,OR Tambo DM,Mthatha General Hospital,-31.5903,28.76593,Public
Eastern Cape,,Mtingwevu Clinic,-31.74704,27.62817,Public
Eastern Cape,,Mtombe Clinic,-33.05458,27.33463,Public
Eastern Cape,,Mtyholo Clinic,-32.99197,27.35656,Public
Eastern Cape,,Musong Clinic,-30.49103,27.56074,Public
Eastern Cape,,Mvenyane Clinic,-30.5525,29.03634,Public
Eastern Cape,,Mwaca Clinic,-30.63993,29.23817,Public
Eastern Cape,,Mxalanga Clinic,-32.73985,27.36593,Public
Eastern Cape,,Mxhelo Clinic,-32.79465,26.73477,Public
Eastern Cape,,Mzamomhle Clinic (Albert),-31.00729,26.33522,Public
Eastern Cape,,Mzamomhle Clinic (Bedford),-32.69044,26.09306,Public
Eastern Cape,,Mzintlava Clinic,-31.40584,29.51043,Public
Eastern Cape,,Mzongwana Clinic,-30.1677,29.05207,Public
Eastern Cape,,Ncambele Clinic,-31.50138,28.73609,Public
Eastern Cape,,Ncedolwethu Clinic,-31.3295,27.82309,Public
Eastern Cape,,Nceduluntu Clinic,-31.37743,26.35395,Public
Eastern Cape,,Ncembu Clinic,-31.35164,28.40669,Public
Eastern Cape,,Ncera Clinic,-33.11567,27.59237,Public
Eastern Cape,,Ncizele Clinic,-32.59306,28.43316,Public
Eastern Cape,,Ncora Clinic,-31.81853,27.74082,Public
Eastern Cape,,Ndanya Clinic,-31.57244,28.96171,Public
Eastern Cape,,Ndawenzima Clinic,-30.90933,29.3621,Public
Eastern Cape,,Ndela Clinic,-30.94793,29.71347,Public
Eastern Cape,,Ndevana Clinic,-32.9098,27.50695,Public
Eastern Cape,,Ndibela Clinic,-31.83385,28.41716,Public
Eastern Cape,,Ndofela Clinic,-30.38382,27.43182,Public
Eastern Cape,,Ndonga Clinic,-31.62255,27.38674,Public
Eastern Cape,,Ndwayana Clinic,-33.16035,26.87245,Public
Eastern Cape,,Needs Camp Clinic,-32.9833333,27.8666667,Public
Eastern Cape,OR Tambo DM,Nelson Mandela Academic Hospital,-31.59068,28.76544,Public
Eastern Cape,,Nessie Knight Gateway Clinic,-31.00913,28.68223,Public
Eastern Cape,,Nessie Knight Hospital,-31.00913,28.68223,Public
Eastern Cape,,Netcare Cuyler Hospital,-33.764553,25.3916629,Private
Eastern Cape,,Netcare Greenacres Hospital,-33.9517697,25.5796722,Private
Eastern Cape,,New Brighton Clinic,-33.90498,25.59775,Public
Eastern Cape,N Mandela Bay MM,New Brighton Community Health Centre,-33.90868,25.58545,Public
Eastern Cape,,New Rest Clinic,-31.90407,26.87168,Public
Eastern Cape,,Newlands Clinic,-32.87785,27.74907,Public
Eastern Cape,,Newtown Clinic,-32.77402,26.61334,Public
Eastern Cape,,NG Dlukulu Clinic,-33.27898,26.5777,Public
Eastern Cape,OR Tambo DM,Ngangelizwe Community Health Centre,-31.60149,28.7999,Public
Eastern Cape,,Ngcengane Clinic,-31.53798,28.60434,Public
Eastern Cape,,Ngceza Clinic,-31.97471,27.73446,Public
Eastern Cape,Chris Hani DM,Ngcobo Community Health Centre,-31.67851,28.00549,Public
Eastern Cape,,Ngcolora Clinic,-31.33635,28.8955,Public
Eastern Cape,,Ngcoya Clinic,-31.38873,29.3365,Public
Eastern Cape,,Ngcwanguba Community Health Centre,-31.91905,29.03239,Public
Eastern Cape,,Ngonyama Community Health Centre,-31.6815,26.93369,Public
Eastern Cape,,Ngqungqu Clinic,-31.86557,28.81762,Public
Eastern Cape,Amathole DM,Ngqusi Clinic,-32.4882,28.40364,Public
Eastern Cape,,Ngqwarha Clinic,-31.73392,28.77797,Public
Eastern Cape,,Ngqwaru Clinic,-31.85522,27.7849,Public
Eastern Cape,,Ngwemnyama Clinic,-31.25503,29.01602,Public
Eastern Cape,,Ngwenya Clinic,-31.94951,28.76681,Public
Eastern Cape,,Ngxabangu Clinic,-31.84529,27.61032,Public
Eastern Cape,,Ngxaza Clinic,-31.21487,28.50639,Public
Eastern Cape,,Nier Clinic,-33.35792,27.24207,Public
Eastern Cape,,Nieu-Bethesda Clinic,-31.86852,24.55342,Public
Eastern Cape,Amathole DM,Njwaxa Clinic,-32.8728,26.9056,Public
Eastern Cape,,Nkanga Clinic,-31.46414,29.1744,Public
Eastern Cape,Amathole DM,Nkanya Clinic,-32.152,28.95035,Public
Eastern Cape,,Nkozo Clinic,-31.20178,29.43002,Public
Eastern Cape,Buffalo City MM,Nkqubela Hospital,-32.93284,27.74088,Public
Eastern Cape,,Nkumandeni Clinic,-31.73017,29.04818,Public
Eastern Cape,,Nkwenkwana Clinic,-31.77165,28.20929,Public
Eastern Cape,,Nkwenkwezi Clinic,-33.57731,26.89252,Public
Eastern Cape,,Nobuhle NU 8 Clinic,-32.94117,27.72508,Public
Eastern Cape,,Nolita Clinic,-31.69987,28.94637,Public
Eastern Cape,,Nolukhanyo Clinic,-33.49373,26.83122,Public
Eastern Cape,,Nomakhwezi Makhenyane Clinic,-32.69297,26.31339,Public
Eastern Cape,,Nomangesi Jayiya Clinic,-33.82057,25.38403,Public
Eastern Cape,,Nomonde Clinic,-31.38651,26.35892,Public
Eastern Cape,Amathole DM,Nompumelelo (Peddie) Hospital,-33.20921,27.13244,Public
Eastern Cape,,Nompumelelo Clinic,-31.4716,27.34702,Public
Eastern Cape,,Nomzamo Community Health Centre,-31.91308,26.97074,Public
Eastern Cape,,Noncampa Clinic,-32.90743,27.29926,Public
Eastern Cape,,Nontsikelelo Biko Clinic,-31.48167,29.07367,Public
Eastern Cape,Buffalo City MM,Nontyatyambo Community Health Centre,-32.94722,27.75458,Public
Eastern Cape,,Norah Clinic,-33.22784,27.30872,Public
Eastern Cape,,Nozuko Clinic,-32.32358,28.16744,Public
Eastern Cape,,Nqabara Clinic,-32.24665,28.72081,Public
Eastern Cape,,Nqabeni Clinic,-32.11888,28.58493,Public
Eastern Cape,Amathole DM,Nqadu Clinic (Mbhashe),-32.2357,28.42111,Public
Eastern Cape,Amathole DM,Nqamakwe Community Health Centre,-32.20807299,27.93674434,Public
Eastern Cape,,Nqancule Clinic,-32.35216,27.79323,Public
Eastern Cape,,Nqanda A Clinic,-31.75028,28.92359,Public
Eastern Cape,,Nqwathi Clinic,-31.7097,28.3584,Public
Eastern Cape,,Ntaba ka Ndoda Clinic,-32.81836,27.10702,Public
Eastern Cape,,Ntafufu Clinic,-31.49735,29.52724,Public
Eastern Cape,,Ntapane Clinic,-31.59644,28.84865,Public
Eastern Cape,,Ntibane Clinic,-31.8034,29.17939,Public
Eastern Cape,,Ntlabeni Clinic,-30.74223,28.92245,Public
Eastern Cape,,Ntlangaza Clinic,-31.82717,28.87181,Public
Eastern Cape,,Ntlenzi Clinic,-30.95048,29.61287,Public
Eastern Cape,,Ntlola,-30.59793,29.07986,Public
Eastern Cape,,Ntshabeni Clinic,-31.51924,28.66785,Public
Eastern Cape,,Ntshele Clinic,-31.67266,28.72257,Public
Eastern Cape,,Ntshentshe Clinic,-30.70761,29.53514,Public
Eastern Cape,,Ntshingeni Clinic,-32.04754,27.4252,Public
Eastern Cape,,Ntsimba Clinic,-31.8595,28.21192,Public
Eastern Cape,,Ntsitho Clinic,-32.74,27.23,Public
Eastern Cape,,Ntsizwa Clinic,-30.7384,29.24517,Public
Eastern Cape,Buffalo City MM,NU 12 Clinic,-32.93277094,27.71780592,Public
Eastern Cape,,NU 13 Clinic,-32.94142,27.70068,Public
Eastern Cape,,NU 16 Clinic,-32.95903,27.69318,Public
Eastern Cape,,NU 17 Clinic,-32.94896,27.68623,Public
Eastern Cape,,Nxotwe Clinic (Qumbu),-31.16105,28.73077,Public
Eastern Cape,,Nyalasa Clinic,-31.69084,27.67961,Public
Eastern Cape,,Nyandeni Clinic,-31.45556,28.97198,Public
Eastern Cape,,Nyaniso Clinic,-30.58084,28.75816,Public
Eastern Cape,Amathole DM,Nyhwara Clinic,-31.9441,28.3733,Public
Eastern Cape,,Nzulwini Clinic,-32.03243,29.10749,Public
Eastern Cape,,Old Bunting Clinic,-31.67235,29.18154,Public
Eastern Cape,,Openshaw Clinic,-33.15825,27.4473,Public
Eastern Cape,,Oxton Clinic,-32.2279,26.70609,Public
Eastern Cape,Chris Hani DM,P Ochse Pharmacy,-32.16837,25.61749,Private
Eastern Cape,,Paballong Clinic,-30.42056,28.50627,Public
Eastern Cape,,Pakamisa Clinic,-32.93582,27.45253,Public
Eastern Cape,,Pal 1 Clinic,-33.56666,26.89159,Public
Eastern Cape,,Pal 2 Clinic,-33.57923,26.88387,Public
Eastern Cape,,Palmerton Clinic,-31.32218,29.49067,Public
Eastern Cape,,Palmietfontein Clinic,-30.43078,27.53343,Public
Eastern Cape,,Park Centre Clinic,-33.76393,25.40144,Public
Eastern Cape,,Parkvale Clinic,-31.92114,26.87389,Public
Eastern Cape,,Peddie Extension Clinic,-33.19989,27.1041,Public
Eastern Cape,,Peelton Clinic,-32.77278,27.49782,Public
Eastern Cape,,Pefferville Clinic,-33.01196,27.88081,Public
Eastern Cape,,Pelandaba Clinic,-30.59941,27.60077,Public
Eastern Cape,,Pellsrus Clinic,-34.05887,24.9217,Public
Eastern Cape,Amathole DM,Perksdale Clinic,-32.8925,27.07595,Public
Eastern Cape,,Petros Jobane Clinic,-32.96762,27.88499,Public
Eastern Cape,,Phahlakazi Clinic,-31.76997,29.27546,Public
Eastern Cape,,Philani Clinic (Cradock),-32.18209,25.64048,Public
Eastern Cape,,Philani Clinic (King William's Town),-32.70022,27.55359,Public
Eastern Cape,,Philani Clinic (Queenstown),-31.91081,26.87025,Public
Eastern Cape,,Philani NU 1 Clinic,-32.93841,27.77033,Public
Eastern Cape,,Pikholi Clinic,-33.18817,26.96416,Public
Eastern Cape,,Pilani Clinic,-31.90565,29.1473,Public
Eastern Cape,Buffalo City MM,Pirie Clinic,-32.79234346,27.24576679,Public
Eastern Cape,,Plumstead Clinic,-32.02624,27.79333,Public
Eastern Cape,Sarah Baartman DM,Policlinic Pharmacy,-34.0415525,24.9061404,Private
Eastern Cape,,Poly Clinic,-30.6923,26.70762,Public
Eastern Cape,,Port Alfred Clinic,-33.5923,26.88717,Public
Eastern Cape,,Port Alfred Hospital,-33.59473,26.88336,Public
Eastern Cape,N Mandela Bay MM,Port Elizabeth Provincial Hospital,-33.95843,25.59982,Public
Eastern Cape,OR Tambo DM,Port St Johns Community Health Centre,-31.63235,29.54569,Public
Eastern Cape,,Potsdam Clinic,-32.98119,27.64419,Public
Eastern Cape,,Pricesdale Clinic,-32.24776,26.72643,Public
Eastern Cape,,Provincial Westbourne Pharmacy,-33.9601817,25.6020472,Private
Eastern Cape,,Punzana Clinic,-33.04902,27.3669,Public
Eastern Cape,,PZ Meyer Hospital,-34.02253,24.75869,Public
Eastern Cape,,Qamata Clinic,-31.97461,27.43482,Public
Eastern Cape,,Qandu Clinic,-31.7329,29.27919,Public
Eastern Cape,,Qanqu Clinic,-30.91886,28.73301,Public
Eastern Cape,,Qaqa Clinic,-31.02046,29.2179,Public
Eastern Cape,,Qasa Clinic,-31.02687,29.41773,Public
Eastern Cape,,Qaukeni Clinic,-31.16411,29.34669,Public
Eastern Cape,,Qebe Clinic,-31.5122,28.0356,Public
Eastern Cape,,Qeto Clinic,-33.326,27.098,Public
Eastern Cape,,Qhiba Clinic,-31.43852,27.72345,Public
Eastern Cape,,Qibira Clinic,-32.9455,27.03459,Public
Eastern Cape,,Qina Clinic,-32.45485,28.18251,Public
Eastern Cape,,Qitsi Clinic,-31.91872,27.92868,Public
Eastern Cape,,Qobo Clinic,-30.73513,29.7055,Public
Eastern Cape,,Qokolweni Clinic,-31.70216,28.7795,Public
Eastern Cape,,Qombolo Clinic,-32.00248,27.66446,Public
Eastern Cape,,Qoqodala Clinic,-31.71598,26.95022,Public
Eastern Cape,,Queen Nonesi Clinic,-31.82107,27.01094,Public
Eastern Cape,,Queen Noti Clinic,-31.16146,28.54875,Public
Eastern Cape,Alfred Nzo DM,Queen's Mercy Clinic,-30.2544,28.56883,Public
Eastern Cape,,Qumanco Clinic,-31.47152,27.55407,Public
Eastern Cape,,Qumanco J Tribal Clinic,-31.7939,27.81937,Public
Eastern Cape,,Qumbu Community Health Centre,-31.16726,28.86993,Public
